,Unnamed: 0,prompt,completion
1405,1405,,"Larepublica.pe: whatsapp: aprende este truco para estar 'en línea' y que nadie te vea. ://larepublica.pe/tendencias/1314064-whatsapp-truco-debes-linea-nadie-sepa-viral-video-wpp-truco-conversaciones *'ya  llegó mi otoño.'* o empecé a leer este mensaje, lo estaba  haciendo bastante rápido, como de costumbre, hasta que llegué a la tercera parte. y empecé de nuevo, leyendo más despacio y pensando mejor el significado de cada palabra. despacio. llegó mi otoño ... ¿sabes ..? empo tiene su manera especial para tomarnos desprevenidos al paso de los años. rece que apenas ayer era joven ... pero no. en cierta forma parece que fué hace mucho tiempo.  ¿a dónde se fueron los años ..? e los viví. visiones de cómo fueron y de todas mis esperanzas y sueños. allí está. egó el otoño de mi vida y casi me ha tomado por sorpresa. llegue aquí a mis 50-60 años tan rápido ..? nde se fueron los años de mi juventud ..? rdo que pensaba que ese otoño estaba tan lejos que no podía imaginar cómo sería. me llegó. migos están jubilados y se vuelven 'canosos' ... como yo, se mueven más lento.  algunos están en mejor forma, otros peor que yo, pero en todos veo el cambio. eran jóvenes y vibrantes como yo ... pero la edad empieza a sentirse y a notarse. ahora somos aquellas personas mayores que nunca pensamos que seríamos algún día. una siesta ya no sólo es algo agradable como era ... es algo necesario y obligatorio. porque si no lo hago por propia voluntad, simple y sencillamente me quedo dormido donde me encuentre sentado. e entrado en esta nueva etapa de mi vida ... sin preparación  para sufrir dolores y achaques, y la pérdida de fuerza, agilidad y habilidad para ir y hacer las cosas que quisiera. lo que si sé, es que este otoño se irá más rápido. nces empezará otra aventura ..! s habrá algún arrepentimiento por haber hecho cosas que hubiese querido no hacerlas, y por no haber  hecho cosas que sí debí hacer ... hay muchas más con las que estoy contento. davía no te ha llegado tu otoño, déjame recordarte que vendrá mucho más rápido de lo que piensas. ces: cualquier cosa que quieras lograr en tu vida hazla ahora, rápido. pospongas por mucho tiempo. da se pasa pronto. haz todo lo que puedas hoy, porque nunca estarás seguro si ya estás en tu otoño o no. dios sabe si podrás lograr vivir todas las estaciones. *¡así que vive el hoy y el ahora, y dí ahora las cosas que quieres que tus seres queridos recuerden ..!* da es un regalo que dios nos ha dado. e este viaje algo único, agradable, fantástico para tí y para tus seres queridos, tus allegados y en general para los que te rodean. *¡vive bien ..!!!* ¡goza tus días ..! ¡haz cosas agradables ..! líz. que tengas un gran día hoy. pero recuerda ... erdadera riqueza es la salud. no las piezas de oro y plata, o el dinero en el banco, ni las cosas materiales que cuando te vayas de este mundo no valdrán nada para tí.' mente te sugiero: goza de tu vida mientras dure. y recuerda que salir a la calle es bueno, pero regresar es mejor. vidas nombres, no importa. ¡a lo mejor esas personas olvidaron que te conocieron ..! e mejor en una cama que en un sillón con la tv prendida. o último se le llama 'pre-partir'. todo trabajaba con sólo un interruptor de 'encendido' y 'apagado'. ue antes eran pecas, ahora dicen que son manchas por mal funcionamiento del hígado. s tres tallas de ropa en tu clóset, dos de ellas que no volverás a usar. te sentirías muy bien si la regalas a alguien que las necesite y las pueda lucir. posees tantas cosas que nunca usas ... y tantos que las están necesitando con urgencia ... s muy en cuenta. algo que siempre debes recordar, es que mucho ... muchísimo de lo viejo fue bueno: iejas canciones, las películas clásicas, y lo mejor de todo ... *¡tus amigos del alma ..!!!* spido deseándote que estés bien, querido y siempre recordado amigo del alma ... avor, envía este mensaje a algún viejo amigo del alma ... amente al leerlo sonreirá. dé tantos gratos momentos de mi pasado en que ustedes estuvieron presentes ... y de cada uno de ustedes aprendí algo muy valioso. lo que has reunido o acumulado ... lo que has repartido y lo que has dado de ti, lo que has entregado con generosidad y amor, lo que dirá la clase de vida que has tenido. eso que no soy el autor de este escrito.  sólo me gustó, y lo edité un poco. lo envíes a tus viejos amigos, y a los nuevos también. también tendrán su otoño, si dios se los permite. minina la adoptó carlitos mi amigo de gm"
1406,1406,,Si hijo minina hijo ya vienen¿ debo salir urgente y necesito dejarles el almuerzo dime
1407,1407,,Juicioso ahí va en pie la instalación la república: jpmorgan pronosticó la fecha y magnitud de la próxima crisis financiera. ://www.larepublica.co/globoeconomia/jpmorgan-pronostico-la-fecha-y-magnitud-de-la-proxima-crisis-financiera-2770711 blu radio: perfumarse mal y otros hábitos cotidianos que pueden llevar a envejecer más rápido.
1408,1408,,Hijo no se te olvide pasar x donde ogla me va a enviar un cojín de las sillas del comedor de exterior salud180: perillas de puertas y llaves: lugares donde más se concentran las bacterias del hogar. hijo a qué horas vienes hoy?? es para saber lo del almuerzo
1409,1409,,Listo te espero
1410,1410,,Cuídate guarda el celular
1411,1411,,Juanesito puedes venir x favor
1412,1412,,Ya y cierras la puerta no vennnnn
1413,1413,,nan
1414,1414,,No te necesito
1415,1415,,Cómo coloco google en el tv
1416,1416,,nan
1417,1417,,Ya
1418,1418,,"Blu radio: ¡ojo! microondas y recipientes plásticos, una combinación que puede afectar su salud. blu radio: alertan por ‘secuestro virtual’ de celulares a través de este mensaje de whatsapp. caracol radio: el sena busca formar a 50.000 jóvenes en programación de software. tu licencia de cerberus ha expirado. device model: sm-g610m id: 357715086865492"
1419,1419,,"Noticias caracol: ¡aparecieron! laura sofía y laura valeria, desaparecidas en bogotá, fueron encontradas en antioquia."
1420,1420,,"Portafolio.co: ejecutivos, pilas con la inteligencia emocional. //www.portafolio.co/economia/empleo/ejecutivos-pilas-con-la-inteligencia-emocional-521752 kienyke: importantes cambios directivos en canal de televisión."
1421,1421,,Si señor
1422,1422,,Escoge el más bonito gracias mi amor mi vida a qué horas vienes?? cuando puedas miras a ver si ya me consignaron más plata
1423,1423,,Ok mi vida a qué horas vienes???
1424,1424,,"Debate: solo fue a nadar y la ""ameba come cerebros"" le quitó la vida. juanesito a qué horas viernes??? vienes??"
1425,1425,,Y el almuerzo??
1426,1426,,Quien sabe q porquería ok mi vida cuídate
1427,1427,,Donde estas??
1428,1428,,En la de siempre al bajar el puente???
1429,1429,,Ok ya salgo
1430,1430,,Ok
1431,1431,,Ya llegue donde estas?? no olvide recoger la carta en la casa es urgente
1432,1432,,Quedaron divinos en las fotos pero el más lindo tu
1433,1433,,"Juanes oye mi vida hoy empezó a regir la velocidad a 50 km x hora ten cuidado el tiempo: tras oposición del uribismo, ¿qué pasará con iva a canasta familiar?."
1434,1434,,nan
1435,1435,,Divino mi muñeco
1436,1436,,Sí mi vida hijo dile a tu papá que no me sale la llamada que ya estoy en el avión que el vuelo sale x ahí 9:10
1437,1437,,nan
1438,1438,,Porque no estás durmiendo??? hijo podrías averiguar a como las boletas quisiera ir
1439,1439,,Vamos averigua
1440,1440,,Yo la voy más barata en atrápalo s $50 mil
1441,1441,,Si mira
1442,1442,,Dime hijo la primera fase del examen o sea hoy durante 4 horas y tiene una segunda fase que dura igual y que le van a indicar cuándo se lo toma para finalizar es tenaz le van a aplicar una droga nuclear y una droga que le acelera la actividad vdrl corazón yo no me puedo ir xq exigen el acompañante es un examen complicado
1443,1443,,Me demoro mi vida por ahí
1444,1444,,6 pm
1445,1445,,No sé
1446,1446,,Esto es eterno yo te estoy avisando
1447,1447,,Almorzaste??
1448,1448,,Ven a almorzar con laurita ok
1449,1449,,A esta hora en bogotá
1450,1450,,Dónde estás??
1451,1451,,No ahí veo la policía
1452,1452,,Dónde estás hijo
1453,1453,,Seguramente
1454,1454,,Terrible y qué diablos haces x allá
1455,1455,,Lo sabía juan
1456,1456,,No claro quemo
1457,1457,,Cómo no
1458,1458,,nan
1459,1459,,Y laurita que berracas velas tiene en ese entierro?? juanes y el almuerzo?? guarda ese celular
1460,1460,,Dios
1461,1461,,Todavía? terrible
1462,1462,,El tiempo: 50 comparendos en el primer día de menor velocidad en bogotá.
1463,1463,,nan
1464,1464,,nan
1465,1465,,"Dría poner en contexto a los lectores sobre el problema presupuestario que atraviesan las instituciones de educación superior en el país? upuesto. desde 1992 se aprobó la ley 30 de educación superior que congeló el presupuesto que se le otorgaba a las instituciones de educación superior pública en el país. los aportes anuales por estudiante que otorgaba el gobierno, han pasado de 10 millones de pesos a 4 millones de pesos a lo largo de los últimos 25 años. nero que el gobierno destina a la educación superior se divide en dos grandes rubros: funcionamiento e inversión. el presupuesto de funcionamiento está destinado a cubrir los gastos básicos de las universidades, a saber: pago de nóminas de profesores de planta, servicios públicos, entre otros. en el año 2000 se destinaron 1.1 billones de pesos, en 2010 se destinaron 1.9 billones de pesos, y finalmente, en 2018 se destinaron 3.8 billones de pesos. sin embargo, las universidades públicas han incrementado su cobertura en un 300%, sus docentes se han cualificado -y por lo tanto se les debe pagar más-, se han multiplicado los programas académicos de pre-grado y pos-grado y se han construido más sedes. tro lado, el presupuesto de inversión se destina al mejoramiento y mantenimiento de la planta física, construir nuevos edificios, financiar nuevas investigaciones, entre otros (factores primordiales para incrementar la calidad educativa). a pesar de esto, el dinero de inversión es menor que el de funcionamiento. en el año 2000, las transferencias para inversión fue de 0.2 billones, y en 2010 y 2016 de tan sólo 0.3 billones. en el año 2016 se aprobó la financiación de la educación superior por incentivos a la demanda. esto significa que las instituciones de educación superior dejan de recibir un gran porcentaje del dinero destinado a la inversión y este, en cambio, es entregado al icetex. de hecho, para el próximo año están destinados 1.5 billones a los incentivos de la demanda, y tan sólo 0.2 billones para transferencia de inversión para las universidades públicas. ¿cuál es el problema con esto? el icetex, a pesar de ser una entidad pública -es decir, administra dineros públicos-, destina la mayoría de sus recursos a las universidades privadas. el gobierno prefiere ""apostarle"" al endeudamiento de los estudiantes, que al financiamiento directo de las universidades pública (que consecuentemente, permitiría ampliar la cobertura y capacidad, y mejorar la infraestructura que actualmente ofrecen estas instituciones). lmente, las instituciones de educación superior presentan un déficit en funcionamiento de más de 4.5 billones de pesos, y de más de 18.2 billones de pesos en inversión. mientras que programas para incentivar el acceso a la educación superior (que prefieren financiar la demanda sobre la oferta), como el programa ""ser pilo paga"" -del anterior gobierno-, cobijaba a 40.000 estudiantes con un presupuesto de 3.5 billones, las universidades públicas cobijan actualmente a más de 612.000 con tan sólo 2.9 billones de pesos. s últimos días, los representantes estudiantiles y profesorales le han propuesto al gobierno una serie de soluciones para solventar la crisis de las universidades públicas en el país, no obstante, el gobierno se ha mostrado apático frente a la búsqueda de nuevas medidas. ómo afectan estos problemas presupuestarios el desempeño del grupo de trabajo financial blockchain center y otras agrupaciones que hacen vida dentro de las casas de estudio? s financiación de las universidades públicas repercute directamente en los montos que se invierten para la investigación y la innovación dentro de las distintas universidades. año tras año, estudiantes e investigadores hemos presenciado como las administraciones de las distintas universidades públicas en el país se ven en la obligación de ejecutar recortes presupuestales sobre los programas de financiamiento para nuevas investigaciones, reduciendo no sólo los objetivos propuestos en cada investigación, sino también el valor que le podemos entregar a la sociedad colombiana. en el caso de financial blockchain center, fue necesario desistir del proyecto de constituir un ""blockchain center"" (un espacio físico destinado para el aprendizaje de estas nuevas tecnologías, abierto a todo público) por insuficiencia de recursos. a pesar de lo anterior, los miembros de los distintos grupos de investigación y trabajo dentro de las universidades públicas, trabajamos día tras día por la construcción de un mejor país. de financial blockchain center han hecho importantes esfuerzos para informar a las personas sobre las bondades de blockchain ¿cómo podría ayudar el uso de esta tecnología para solventar los problemas presupuestarios que viven las instituciones de educación superior? oluciones que se acuerden entre los representantes estudiantiles y profesorales y el gobierno en la mesa de negociación, deben estar acompañadas de una administración efectiva y responsable de los recursos obtenidos, la cual, de no tenerse, contribuye a los problemas de financiamiento de los distintos rubros que componen a la educación superior. de acuerdo con lo anterior, la tecnología blockchain podría ayudar con los procesos de trazabilidad, transparencia y manejo responsable y adecuado de los recursos, permitiendo que cualquier usuario en la red pueda auditar estos procesos y verificar que estos se estén distribuyendo de manera eficiente. para lograr lo anterior, es necesario comenzar un proceso de adopción e implementación de la tecnología blockchain en los distintas instancias académicas; una red privada compuesta de las más de 32 universidades públicas que existen en el país. es un proceso largo y complejo, pero con muchos beneficios para la educación superior pública. ezco el apoyo brindado a lo largo de todo el proceso ángel, y quedo atento a tus comentarios e inquietudes. al saludo,"
1466,1466,,Hola hijo pero xq y entonces estrategia ok dónde estas
1467,1467,,nan
1468,1468,,A qué horas?? vuelves
1469,1469,,nan
1470,1470,,Aquí tenemos más. que delicioso se ve. ummm te jodiste y el postre
1471,1471,,Nada
1472,1472,,Quieres un comedor nuevo??
1473,1473,,Dime
1474,1474,,Más ???
1475,1475,,No all right
1476,1476,,Jóven
1477,1477,,"Noticias caracol: ¿qué cubre el soat? esta información le será útil si se ve involucrado en un accidente de tránsito. también debes saber esto: que en los postreros días vendrán tiempos peligrosos. porque habrá hombres amadores de sí mismos, avaros, vanagloriosos, soberbios, blasfemos, desobedientes a los padres, ingratos, impíos, sin afecto natural, implacables, calumniadores, intemperantes, crueles, aborrecedores de lo bueno, traidores, impetuosos, infatuados, amadores de los deleites más que de dios, que tendrán apariencia de piedad, pero negarán la eficacia de ella; a éstos evita. oteo 3:1-5 blu radio: pese a paro, u. nacional reanuda el lunes actividades académicas y administrativas."
